student_name,exam,first_time,prev_exam_result,challenges_faced,prep_level,school_support,teacher_impact,fail_reason,prep_strategy,subject_failed,student_category,subjects_taken,income_bracket,year,jamb_score
Student_749,JAMB,No,Bad,Fear,4,Moral Support,Negative,nan,I followed a routine,Maths,Science,['English' 'Biology' 'Maths' 'Chemistry'],100-300,2020,211
Student_751,JAMB and WAEC,No,Good,No guardian/supervisor,4,Counseling,Positive,Inadequate preparation,Used additional resources,History,Art,['English' 'CRS' 'History' 'Government'],0-100,2020,180
Student_752,WAEC,No,Good,Time management,5,Mock exams,Positive,Poor Time management,I study with a partner,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],300-500,2021,232
Student_753,JAMB,Yes,Bad,Time management,4,Counseling,nan,Poor Time management,I had many mock exams,History,Art,['English' 'History' 'Government' 'Literature in English'],0-100,2023,168
Student_754,WAEC,Yes,Bad,Time management,3,Counseling,nan,nan,I review my notes daily,Physics,Science,['English' 'Physics' 'Biology' 'Maths'],0-100,2020,245
Student_755,WAEC,No,nan,Other commitments,3,Extra lesson,nan,Procrastination,I focus on weak areas,Physics,Science,['English' 'Physics' 'Chemistry' 'Biology'],"1,000 Upwards ",2023,286
Student_756,JAMB,Yes,Good,Subject difficulty,5,nan,Positive,Poor Time management,I had many mock exams,Physics,Science,['English' 'Biology' 'Maths' 'Physics'],100-300,2022,181
Student_757,WAEC,No,Average,Lack of time due to chores/work,4,nan,nan,Procrastination,I study with a partner,Commerce,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2022,201
Student_758,WAEC,No,nan,Time management,3,nan,nan,Inadequate preparation,I had many mock exams,Literature in English,Art,['English' 'Literature in English' 'CRS' 'History'],"500-1,000",2024,235
Student_759,WAEC,Yes,Good,Subject difficulty,5,nan,nan,Procrastination,I put away other commitments,Government,Art,['English' 'History' 'CRS' 'Government'],"500-1,000",2020,233
Student_760,WAEC,No,Good,Technical issues,5,nan,Positive,Poor Time management,I review my notes daily,Maths,Science,['English' 'Maths' 'Physics' 'Chemistry'],100-300,2024,227
Student_761,JAMB,Yes,Good,Long waiting time,3,Accountability partners,Negative,Inadequate preparation,I study with a partner,Maths,Science,['English' 'Biology' 'Maths' 'Physics'],300-500,2024,230
Student_762,JAMB and WAEC,No,Good,No guardian/supervisor,2,Mock exams,nan,nan,I put away other commitments,Government,Art,['English' 'Government' 'CRS' 'Literature in English'],"500-1,000",2024,268
Student_763,JAMB,No,Good,Anxiety,3,Extra lesson,nan,nan,I followed a routine,Literature in English,Art,['English' 'Literature in English' 'History' 'Government'],0-100,2021,219
Student_764,JAMB,No,Good,Fear,4,Extra lesson,nan,nan,I put away other commitments,Biology,Science,['English' 'Physics' 'Chemistry' 'Biology'],"500-1,000",2024,262
Student_765,JAMB,No,Good,nan,3,nan,nan,External issues,I review my notes daily,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],0-100,2024,211
Student_766,JAMB and WAEC,No,nan,Anxiety,2,Mock exams,Positive,Poor Time management,I review my notes daily,Economics,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],0-100,2024,150
Student_767,JAMB and WAEC,No,Good,Other commitments,2,Mock exams,nan,Poor Time management,I had many mock exams,Economics,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],"1,000 Upwards ",2022,294
Student_768,JAMB,Yes,Good,No guardian/supervisor,3,Mock exams,Negative,Procrastination,I had many mock exams,Literature in English,Art,['English' 'Literature in English' 'History' 'CRS'],300-500,2023,238
Student_769,WAEC,No,Average,Fear,4,Mock exams,Positive & Negative,External issues,I review my notes daily,Accounting,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"500-1,000",2024,280
Student_770,JAMB and WAEC,Yes,Average,Long waiting time,2,Mock exams,nan,Inadequate preparation,I practice with past questions,Economics,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],"500-1,000",2022,276
Student_771,JAMB,Yes,Bad,Time management,4,Mock exams,nan,nan,I had many mock exams,Chemistry,Science,['English' 'Chemistry' 'Biology' 'Maths'],0-100,2022,160
Student_772,JAMB and WAEC,Yes,Good,nan, ,Strict supervision,Positive & Negative,External issues,I had many mock exams,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],300-500,2020,217
Student_773,JAMB and WAEC,Yes,Average,Anxiety,5,Strict supervision,nan,Lack of planning,I practice with past questions,Commerce,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],300-500,2021,259
Student_774,JAMB,Yes,nan,Anxiety,5,nan,nan,Poor Time management,I study with a partner,Maths,Science,['English' 'Biology' 'Maths' 'Physics'],300-500,2024,231
Student_775,JAMB and WAEC,No,Good,Fear,5,Moral Support,Negative,nan,I followed a routine,Literature in English,Art,['English' 'History' 'Literature in English' 'CRS'],300-500,2024,222
Student_776,WAEC,Yes,Bad,Time management, ,Extra lesson,nan,External issues,I followed a routine,Maths,Science,['English' 'Physics' 'Maths' 'Biology'],100-300,2022,258
Student_777,JAMB and WAEC,No,Good,Fear,1,nan,nan,Poor Time management,Used additional resources,Economics,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],300-500,2020,282
Student_778,WAEC,No,nan,Anxiety,3,Mock exams,nan,Poor Time management,I had many mock exams,Physics,Science,['English' 'Biology' 'Maths' 'Physics'],"500-1,000",2020,282
Student_779,WAEC,Yes,Average,Technical issues,5,Mock exams,nan,Inadequate preparation,I review my notes daily,Economics,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],0-100,2023,242
Student_780,JAMB,Yes,Good,Fear,5,Mock exams,Positive & Negative,External issues,I review my notes daily,Accounting,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],100-300,2021,173
Student_781,JAMB,No,Bad,Long waiting time,4,nan,Positive & Negative,Lack of planning,I focus on weak areas,Physics,Science,['English' 'Biology' 'Maths' 'Physics'],"1,000 Upwards ",2020,320
Student_782,JAMB,No,nan,nan,1,Extra lesson,Positive & Negative,Procrastination,I had many mock exams,Literature in English,Art,['English' 'Government' 'CRS' 'Literature in English'],0-100,2021,227
Student_783,WAEC,Yes,Bad,Technical issues,5,nan,Positive,nan,I review my notes daily,Maths,Science,['English' 'Physics' 'Chemistry' 'Maths'],"500-1,000",2022,233
Student_784,JAMB,Yes,nan,Fear,3,Mock exams,nan,External issues,I study with a partner,Maths,Science,['English' 'Biology' 'Maths' 'Physics'],"1,000 Upwards ",2022,242
Student_785,JAMB and WAEC,No,Bad,Long waiting time,4,Extra lesson,Negative,Poor Time management,I had many mock exams,Government,Art,['English' 'Literature in English' 'History' 'Government'],0-100,2023,150
Student_786,WAEC,Yes,Good,nan,4,nan,Negative,Procrastination,I followed a routine,Chemistry,Science,['English' 'Maths' 'Chemistry' 'Physics'],0-100,2022,150
Student_787,WAEC,No,Bad,Other commitments,4,nan,nan,Poor Time management,I review my notes daily,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],"1,000 Upwards ",2021,265
Student_788,JAMB,Yes,Average,Fear,2,Mock exams,Negative,Poor Time management,I attend extra classes,Maths,Science,['English' 'Physics' 'Biology' 'Maths'],"1,000 Upwards ",2023,277
Student_789,JAMB and WAEC,No,Bad,Time management,1,Moral Support,nan,Lack of planning,I followed a routine,History,Art,['English' 'History' 'Literature in English' 'Government'],0-100,2022,240
Student_790,WAEC,No,nan,Lack of Finance,2,Counseling,Positive & Negative,Inadequate preparation,I review my notes daily,Commerce,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],0-100,2022,234
Student_791,WAEC,Yes,nan,nan,4,Accountability partners,Positive,Procrastination,I had many mock exams,Accounting,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],0-100,2022,150
Student_792,WAEC,Yes,nan,Time management,4,Mock exams,Negative,nan,I review my notes daily,Physics,Science,['English' 'Physics' 'Biology' 'Maths'],100-300,2024,248
Student_793,JAMB and WAEC,Yes,Bad,Lack of time due to chores/work,3,Counseling,nan,nan,I study with a partner,Biology,Science,['English' 'Biology' 'Maths' 'Chemistry'],0-100,2021,170
Student_794,JAMB and WAEC,Yes,Bad,Time management,5,Moral Support,Positive,Procrastination,I followed a routine,Accounting,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"500-1,000",2023,224
Student_795,WAEC,Yes,Good,Long waiting time,4,Moral Support,Positive,nan,I review my notes daily,History,Art,['English' 'CRS' 'Government' 'History'],0-100,2023,194
Student_796,WAEC,Yes,Good,Subject difficulty, ,Mock exams,Positive,Procrastination,Used additional resources,Biology,Science,['English' 'Biology' 'Maths' 'Physics'],"500-1,000",2023,241
Student_797,JAMB,Yes,Good,Anxiety,2,nan,nan,nan,I attend extra classes,Government,Art,['English' 'Government' 'CRS' 'Literature in English'],"500-1,000",2024,270
Student_798,JAMB,Yes,Bad,Lack of time due to chores/work,3,nan,Positive & Negative,nan,I followed a routine,History,Art,['English' 'Government' 'History' 'CRS'],300-500,2020,195
Student_799,WAEC,No,Bad,Anxiety,5,nan,nan,Procrastination,I review my notes daily,CRS,Art,['English' 'CRS' 'Government' 'History'],300-500,2022,283
Student_800,JAMB,No,nan,Fear,5,Extra lesson,Negative,Poor Time management,I followed a routine,Biology,Science,['English' 'Maths' 'Chemistry' 'Biology'],0-100,2023,166
Student_801,JAMB and WAEC,Yes,Bad,Anxiety,3,Strict supervision,Positive,Procrastination,I review my notes daily,Maths,Science,['English' 'Chemistry' 'Biology' 'Maths'],300-500,2023,200
Student_802,JAMB,No,Bad,Fear,4,Moral Support,Positive,nan,I had many mock exams,CRS,Art,['English' 'Literature in English' 'Government' 'CRS'],"500-1,000",2022,293
Student_803,JAMB and WAEC,Yes,nan,Lack of Finance,5,Moral Support,nan,Lack of planning,I followed a routine,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],0-100,2022,213
Student_804,JAMB and WAEC,Yes,Good,No guardian/supervisor,5,nan,Positive,Poor Time management,I put away other commitments,Literature in English,Art,['English' 'Literature in English' 'CRS' 'History'],100-300,2024,220
Student_805,JAMB and WAEC,Yes,nan,Fear,5,nan,nan,nan,I focus on weak areas,Biology,Science,['English' 'Maths' 'Biology' 'Physics'],"500-1,000",2023,274
Student_806,JAMB,Yes,nan,Anxiety,3,Mock exams,Positive & Negative,Inadequate preparation,I followed a routine,Accounting,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],100-300,2023,216
Student_807,JAMB and WAEC,No,nan,Long waiting time,5,nan,Positive & Negative,Procrastination,Used additional resources,Literature in English,Art,['English' 'CRS' 'Literature in English' 'History'],0-100,2021,174
Student_808,JAMB and WAEC,No,nan,Long waiting time, ,Strict supervision,Negative,Poor Time management,I review my notes daily,CRS,Art,['English' 'CRS' 'Government' 'History'],"1,000 Upwards ",2023,307
Student_809,JAMB,Yes,Good,Fear,5,nan,nan,Procrastination,I had many mock exams,Physics,Science,['English' 'Biology' 'Physics' 'Maths'],"500-1,000",2022,262
Student_810,JAMB,Yes,Bad,Time management,3,Counseling,nan,Procrastination,I attend extra classes,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],"500-1,000",2023,231
Student_811,JAMB,Yes,nan,Long waiting time,5,Strict supervision,nan,Procrastination,I had many mock exams,Chemistry,Science,['English' 'Physics' 'Chemistry' 'Biology'],100-300,2024,182
Student_812,WAEC,No,Average,Time management, ,Strict supervision,nan,nan,Used additional resources,Chemistry,Science,['English' 'Physics' 'Maths' 'Chemistry'],300-500,2020,231
Student_813,JAMB,Yes,Bad,Anxiety,5,Mock exams,Positive,Poor Time management,I followed a routine,Biology,Science,['English' 'Chemistry' 'Maths' 'Biology'],0-100,2021,216
Student_814,WAEC,Yes,Bad,Long waiting time, ,nan,nan,nan,I study with a partner,CRS,Art,['English' 'History' 'Government' 'CRS'],0-100,2024,182
Student_815,WAEC,Yes,Good,Other commitments, ,Moral Support,Negative,Inadequate preparation,I followed a routine,Biology,Science,['English' 'Biology' 'Chemistry' 'Physics'],0-100,2020,209
Student_816,JAMB and WAEC,Yes,Good,Fear,5,nan,nan,Inadequate preparation,I followed a routine,Chemistry,Science,['English' 'Physics' 'Maths' 'Chemistry'],100-300,2021,256
Student_817,JAMB,Yes,Bad,Fear,3,Strict supervision,Negative,Procrastination,I followed a routine,Physics,Science,['English' 'Biology' 'Maths' 'Physics'],"1,000 Upwards ",2023,227
Student_818,JAMB,No,Good,No guardian/supervisor,4,nan,nan,External issues,I put away other commitments,Accounting,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],"1,000 Upwards ",2023,287
Student_819,JAMB,Yes,Bad,Long waiting time,5,Mock exams,Positive,nan,I followed a routine,Physics,Science,['English' 'Physics' 'Maths' 'Biology'],0-100,2021,170
Student_820,JAMB,No,Good,Fear,4,nan,nan,Poor Time management,I followed a routine,Accounting,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],0-100,2023,180
Student_821,JAMB and WAEC,No,Bad,Other commitments,4,Moral Support,nan,Inadequate preparation,I review my notes daily,Chemistry,Science,['English' 'Physics' 'Chemistry' 'Maths'],0-100,2023,229
Student_822,JAMB and WAEC,Yes,nan,Lack of Finance,4,Moral Support,nan,nan,I study with a partner,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],100-300,2021,205
Student_823,JAMB,Yes,Average,Long waiting time,2,Moral Support,nan,External issues,I review my notes daily,History,Art,['English' 'Literature in English' 'CRS' 'History'],"500-1,000",2024,312
Student_824,JAMB,Yes,Average,Long waiting time,5,nan,Negative,Inadequate preparation,I study with a partner,Maths,Science,['English' 'Chemistry' 'Physics' 'Maths'],300-500,2023,196
Student_825,JAMB,No,nan,Lack of Finance,5,Strict supervision,nan,nan,Used additional resources,Accounting,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],0-100,2023,200
Student_826,JAMB and WAEC,No,Bad,Long waiting time,5,Strict supervision,nan,Poor Time management,I study with a partner,Chemistry,Science,['English' 'Biology' 'Chemistry' 'Physics'],300-500,2023,264
Student_827,JAMB and WAEC,Yes,Average,No guardian/supervisor,3,nan,Positive & Negative,Inadequate preparation,I followed a routine,Chemistry,Science,['English' 'Chemistry' 'Physics' 'Biology'],0-100,2023,220
Student_828,JAMB and WAEC,No,nan,Time management,5,Strict supervision,nan,nan,I had many mock exams,Physics,Science,['English' 'Biology' 'Physics' 'Chemistry'],100-300,2023,218
Student_829,JAMB and WAEC,Yes,Bad,Subject difficulty,3,Strict supervision,Positive & Negative,Inadequate preparation,I study with a partner,Physics,Science,['English' 'Physics' 'Maths' 'Chemistry'],"500-1,000",2023,230
Student_830,WAEC,Yes,Good,Long waiting time,3,Extra lesson,Positive & Negative,Inadequate preparation,I followed a routine,Commerce,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],"1,000 Upwards ",2022,260
Student_831,JAMB,No,nan,Time management,3,Strict supervision,nan,External issues,I study with a partner,Chemistry,Science,['English' 'Chemistry' 'Physics' 'Biology'],"500-1,000",2022,252
Student_832,WAEC,No,nan,Time management, ,Counseling,nan,Inadequate preparation,Used additional resources,Economics,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],0-100,2023,197
Student_833,JAMB and WAEC,Yes,Good,nan,5,nan,Negative,nan,I study with a partner,Physics,Science,['English' 'Maths' 'Physics' 'Biology'],300-500,2022,238
Student_834,WAEC,Yes,Bad,Fear,1,Accountability partners,Positive,Lack of planning,I review my notes daily,Commerce,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],300-500,2023,277
Student_835,JAMB,No,nan,Other commitments,5,Accountability partners,Positive & Negative,nan,I study with a partner,Literature in English,Art,['English' 'CRS' 'Literature in English' 'History'],100-300,2020,217
Student_836,WAEC,Yes,Good,Other commitments,5,Mock exams,nan,nan,I study with a partner,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],100-300,2024,262
Student_837,JAMB,Yes,Bad,nan,3,nan,Positive & Negative,nan,I followed a routine,Chemistry,Science,['English' 'Chemistry' 'Biology' 'Physics'],300-500,2023,247
Student_838,JAMB and WAEC,No,nan,Anxiety,5,Mock exams,nan,Procrastination,I review my notes daily,Biology,Science,['English' 'Chemistry' 'Biology' 'Maths'],0-100,2020,215
Student_839,JAMB,Yes,Bad,Time management,3,nan,nan,Inadequate preparation,I review my notes daily,Accounting,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],100-300,2021,238
Student_840,JAMB,Yes,Bad,Anxiety,5,nan,Negative,nan,I had many mock exams,Commerce,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],0-100,2022,155
Student_841,JAMB and WAEC,No,nan,nan,5,Strict supervision,Negative,Inadequate preparation,I attend extra classes,Literature in English,Art,['English' 'Government' 'CRS' 'Literature in English'],100-300,2020,243
Student_842,WAEC,No,Good,Anxiety,2,nan,nan,Inadequate preparation,I attend extra classes,Physics,Science,['English' 'Physics' 'Chemistry' 'Biology'],300-500,2024,240
Student_843,JAMB,No,Bad,Technical issues, ,Moral Support,nan,nan,I review my notes daily,Biology,Science,['English' 'Maths' 'Biology' 'Chemistry'],"1,000 Upwards ",2024,282
Student_844,WAEC,No,Good,Time management, ,Mock exams,nan,Inadequate preparation,I followed a routine,CRS,Art,['English' 'Government' 'CRS' 'Literature in English'],100-300,2020,230
Student_845,WAEC,Yes,Good,Time management,4,Moral Support,nan,Procrastination,I had many mock exams,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],300-500,2021,247
Student_846,JAMB,No,Average,Long waiting time,2,nan,Positive,Procrastination,I had many mock exams,Literature in English,Art,['English' 'Literature in English' 'History' 'Government'],0-100,2020,178
Student_847,JAMB,Yes,Bad,Other commitments, ,nan,nan,External issues,I study with a partner,Accounting,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],0-100,2023,209
Student_848,JAMB,Yes,Bad,Time management, ,Strict supervision,Positive,Inadequate preparation,I review my notes daily,Maths,Science,['English' 'Chemistry' 'Biology' 'Maths'],"1,000 Upwards ",2024,302
Student_849,JAMB,Yes,nan,Anxiety,3,Strict supervision,nan,nan,I review my notes daily,CRS,Art,['English' 'History' 'Literature in English' 'CRS'],100-300,2021,264
Student_850,JAMB and WAEC,No,Bad,Time management,4,Counseling,Positive & Negative,Inadequate preparation,I put away other commitments,Physics,Science,['English' 'Maths' 'Biology' 'Physics'],100-300,2024,186
Student_851,JAMB,Yes,Average,Fear,4,Extra lesson,Positive & Negative,nan,I had many mock exams,Maths,Science,['English' 'Biology' 'Chemistry' 'Maths'],300-500,2022,264
Student_852,WAEC,No,Good,Subject difficulty,4,Moral Support,Positive,Inadequate preparation,I attend extra classes,Government,Art,['English' 'Government' 'History' 'CRS'],100-300,2022,202
Student_853,JAMB,No,Average,Time management,1,Strict supervision,nan,nan,I focus on weak areas,Maths,Science,['English' 'Biology' 'Physics' 'Maths'],"500-1,000",2023,265
Student_854,WAEC,Yes,Good,Time management, ,nan,nan,Lack of planning,I attend extra classes,CRS,Art,['English' 'Government' 'CRS' 'History'],300-500,2023,253
Student_855,WAEC,Yes,Bad,Time management, ,nan,nan,nan,I focus on weak areas,Physics,Science,['English' 'Biology' 'Chemistry' 'Physics'],0-100,2023,209
Student_856,JAMB,Yes,Good,Time management,2,Counseling,nan,Inadequate preparation,I practice with past questions,Accounting,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],300-500,2022,253
Student_857,JAMB and WAEC,No,Bad,Technical issues,3,Strict supervision,nan,External issues,Used additional resources,Literature in English,Art,['English' 'CRS' 'History' 'Literature in English'],300-500,2023,249
Student_858,JAMB,Yes,Bad,No guardian/supervisor,4,nan,nan,nan,I followed a routine,Government,Art,['English' 'Literature in English' 'History' 'Government'],100-300,2023,266
Student_859,WAEC,No,Good,Subject difficulty,5,Mock exams,Positive,Poor Time management,I review my notes daily,Government,Art,['English' 'Literature in English' 'Government' 'History'],"500-1,000",2023,253
Student_860,WAEC,Yes,nan,Anxiety,5,Extra lesson,Positive & Negative,External issues,I put away other commitments,Maths,Science,['English' 'Maths' 'Chemistry' 'Physics'],100-300,2024,222
Student_861,WAEC,Yes,nan,Time management,2,Accountability partners,nan,nan,I put away other commitments,Economics,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],0-100,2023,153
Student_862,JAMB and WAEC,No,Bad,Anxiety,5,nan,Negative,nan,I followed a routine,Accounting,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2023,237
Student_863,JAMB,No,Good,Subject difficulty,3,Extra lesson,nan,Procrastination,I followed a routine,History,Art,['English' 'Government' 'History' 'CRS'],0-100,2022,239
Student_864,JAMB,Yes,Good,Anxiety,3,Extra lesson,Positive,nan,I followed a routine,Government,Art,['English' 'Government' 'CRS' 'Literature in English'],100-300,2022,184
Student_865,WAEC,No,Bad,nan,5,Mock exams,Negative,Procrastination,I study with a partner,Economics,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],0-100,2021,207
Student_866,JAMB,Yes,Good,Anxiety,4,Mock exams,Negative,External issues,I review my notes daily,Economics,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],0-100,2022,186
Student_867,WAEC,Yes,nan,Subject difficulty,4,Strict supervision,nan,Procrastination,I had many mock exams,Biology,Science,['English' 'Biology' 'Chemistry' 'Physics'],100-300,2023,266
Student_868,JAMB and WAEC,Yes,Bad,Time management,4,Accountability partners,Positive,Lack of planning,I study with a partner,Physics,Science,['English' 'Chemistry' 'Physics' 'Biology'],300-500,2024,261
Student_869,JAMB and WAEC,Yes,Bad,Time management,2,Extra lesson,nan,Procrastination,I followed a routine,CRS,Art,['English' 'Government' 'CRS' 'Literature in English'],100-300,2020,243
Student_870,WAEC,Yes,Average,Subject difficulty,3,nan,nan,Poor Time management,I attend extra classes,Physics,Science,['English' 'Physics' 'Biology' 'Chemistry'],100-300,2023,168
Student_871,JAMB and WAEC,Yes,Good,Other commitments, ,nan,nan,Inadequate preparation,I had many mock exams,Maths,Science,['English' 'Maths' 'Biology' 'Physics'],300-500,2023,231
Student_872,WAEC,No,Bad,Fear,5,Moral Support,Negative,Lack of planning,I followed a routine,History,Art,['English' 'Government' 'Literature in English' 'History'],0-100,2022,185
Student_873,JAMB,No,Good,Long waiting time, ,nan,Positive,Poor Time management,I followed a routine,History,Art,['English' 'Government' 'History' 'CRS'],"1,000 Upwards ",2020,254
Student_874,JAMB,Yes,Average,Anxiety,5,Extra lesson,nan,External issues,Used additional resources,Biology,Science,['English' 'Biology' 'Maths' 'Chemistry'],300-500,2021,233
Student_875,JAMB,No,Bad,Time management,5,nan,Positive,nan,I attend extra classes,Chemistry,Science,['English' 'Maths' 'Physics' 'Chemistry'],"500-1,000",2020,270
Student_876,JAMB and WAEC,Yes,nan,Long waiting time,4,Extra lesson,nan,nan,I followed a routine,History,Art,['English' 'History' 'Literature in English' 'CRS'],"1,000 Upwards ",2020,271
Student_877,JAMB,Yes,Average,Anxiety,5,Extra lesson,Negative,Inadequate preparation,I followed a routine,Physics,Science,['English' 'Biology' 'Physics' 'Chemistry'],"1,000 Upwards ",2022,243
Student_878,WAEC,Yes,nan,Lack of time due to chores/work,4,Mock exams,Negative,Procrastination,I study with a partner,Literature in English,Art,['English' 'History' 'Literature in English' 'Government'],300-500,2023,231
Student_879,JAMB,Yes,Bad,Time management,5,Strict supervision,nan,Procrastination,I had many mock exams,Chemistry,Science,['English' 'Physics' 'Maths' 'Chemistry'],300-500,2022,202
Student_880,JAMB,Yes,Good,nan,4,Strict supervision,Positive,Inadequate preparation,I practice with past questions,History,Art,['English' 'Government' 'History' 'Literature in English'],300-500,2022,258
Student_881,JAMB and WAEC,No,Bad,Time management,4,Extra lesson,nan,Procrastination,I had many mock exams,CRS,Art,['English' 'Literature in English' 'CRS' 'Government'],"500-1,000",2024,285
Student_882,WAEC,Yes,Bad,Long waiting time,3,nan,nan,Lack of planning,I attend extra classes,Biology,Science,['English' 'Biology' 'Physics' 'Maths'],"500-1,000",2022,261
Student_883,JAMB,Yes,Bad,Time management,3,Counseling,Negative,Inadequate preparation,I attend extra classes,CRS,Art,['English' 'History' 'CRS' 'Literature in English'],"500-1,000",2022,270
Student_884,JAMB,No,Bad,Long waiting time,5,Strict supervision,nan,Poor Time management,I attend extra classes,Biology,Science,['English' 'Biology' 'Chemistry' 'Physics'],300-500,2023,223
Student_885,WAEC,No,Good,Fear,5,Mock exams,Positive,nan,I had many mock exams,Chemistry,Science,['English' 'Maths' 'Physics' 'Chemistry'],0-100,2024,150
Student_886,WAEC,Yes,Good,Time management,5,Moral Support,Negative,nan,I study with a partner,History,Art,['English' 'History' 'Literature in English' 'CRS'],0-100,2023,186
Student_887,JAMB and WAEC,No,Bad,Fear,5,Mock exams,nan,Poor Time management,I focus on weak areas,History,Art,['English' 'History' 'Government' 'CRS'],300-500,2020,227
Student_888,JAMB,No,nan,Long waiting time, ,nan,Positive,Procrastination,I study with a partner,Commerce,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2023,245
Student_889,JAMB and WAEC,Yes,Good,Long waiting time,2,Extra lesson,nan,nan,I attend extra classes,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],100-300,2022,244
Student_890,JAMB,Yes,Bad,nan,2,Counseling,Negative,Procrastination,Used additional resources,Government,Art,['English' 'Literature in English' 'History' 'Government'],300-500,2020,269
Student_891,JAMB,Yes,Bad,Time management, ,Strict supervision,Positive & Negative,Procrastination,I review my notes daily,Chemistry,Science,['English' 'Maths' 'Chemistry' 'Physics'],0-100,2023,164
Student_892,JAMB and WAEC,Yes,Good,Time management,3,Strict supervision,nan,Inadequate preparation,I followed a routine,Literature in English,Art,['English' 'Literature in English' 'History' 'Government'],300-500,2023,259
Student_893,JAMB and WAEC,Yes,nan,Lack of time due to chores/work,5,Strict supervision,Positive,Inadequate preparation,I review my notes daily,CRS,Art,['English' 'CRS' 'History' 'Government'],0-100,2023,182
Student_894,JAMB and WAEC,No,Bad,Fear, ,Extra lesson,nan,Poor Time management,I review my notes daily,Chemistry,Science,['English' 'Biology' 'Chemistry' 'Physics'],300-500,2023,283
Student_895,JAMB,No,Average,Time management,3,Strict supervision,nan,Procrastination,I followed a routine,Literature in English,Art,['English' 'History' 'Literature in English' 'Government'],0-100,2024,234
Student_896,JAMB,Yes,Bad,Anxiety,5,nan,nan,nan,I followed a routine,Biology,Science,['English' 'Biology' 'Chemistry' 'Maths'],300-500,2024,225
Student_897,JAMB,Yes,Good,Time management,2,Extra lesson,Negative,Inadequate preparation,I attend extra classes,Accounting,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"1,000 Upwards ",2023,225
Student_898,JAMB and WAEC,Yes,Good,Anxiety,3,Counseling,nan,nan,I study with a partner,Accounting,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],300-500,2023,265
Student_899,JAMB and WAEC,Yes,Average,Long waiting time,5,nan,nan,Procrastination,I review my notes daily,Chemistry,Science,['English' 'Physics' 'Biology' 'Chemistry'],100-300,2022,261
Student_900,JAMB and WAEC,Yes,nan,Lack of Finance,4,Extra lesson,Negative,Inadequate preparation,I study with a partner,Chemistry,Science,['English' 'Maths' 'Physics' 'Chemistry'],"500-1,000",2024,241
Student_901,JAMB,No,Good,nan,5,Moral Support,Negative,Procrastination,I put away other commitments,Government,Art,['English' 'History' 'Government' 'CRS'],0-100,2021,216
Student_902,WAEC,Yes,Bad,Time management, ,nan,Positive,External issues,I review my notes daily,Commerce,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2021,218
Student_903,WAEC,No,Average,Time management, ,Counseling,Positive,Procrastination,I put away other commitments,History,Art,['English' 'History' 'Government' 'Literature in English'],100-300,2023,198
Student_904,JAMB and WAEC,No,Good,Technical issues,3,nan,nan,nan,I focus on weak areas,Maths,Science,['English' 'Chemistry' 'Maths' 'Biology'],300-500,2023,235
